midtest,finaltest,attendance,avggrade,percentgrade,counselnum,extralecture,scalarship,scolarregister
19,27,24,2.1,73,1,0,0,1
23,25,26,2.1,73,2,0,0,1
20,25,27,2.2,73,1,1,1662460,1
22,24,27,2.2,73,1,0,0,1
24,21,28,2.4,73,0,0,0,1
21,29,22,2.6,73,1,3,251460,1
18,24,30,2,73,2,1,3325000,1
21,26,28,1.9,73,1,1,3325000,1
18,25,29,2.1,73,1,1,251460,1
18,27,28,2.1,73,1,0,0,1
20,26,27,2,73,1,0,4023000,1
22,26,26,2.1,73,2,0,0,1
16,10,21,2.6,73,0,0,0,1
13,21,28,2,73,1,3,251000,1
19,20,30,2.1,73,2,4,2761460,1
27,22,26,1.9,73,2,5,3615000,1
23,18,24,2,73,2,2,251460,1
24,29,28,3.1,73,1,3,611460,1
21,20,24,2.2,73,1,3,2841460,1
19,25,28,2.2,72,2,5,251460,2
19,25,28,2,72,3,5,251460,2
21,22,29,2,72,2,5,251460,2
22,22,27,2.1,72,3,5,251460,2
18,27,27,2.1,72,1,1,3325000,2
20,26,28,2,72,1,2,251460,2
20,23,29,2,72,1,2,3167920,2
21,27,28,2,72,2,4,251460,2
19,25,29,2.1,72,1,1,251460,2
21,25,27,2.1,72,2,1,958960,2
18,28,26,2,72,1,1,251460,2
21,29,24,2.2,72,2,3,2744460,2
19,27,28,2,72,2,2,251460,2
16,21,24,1.9,72,1,0,958960,2
18,26,27,2,72,1,2,3921000,2
19,23,28,2.1,72,1,2,251460,2
22,22,28,2.2,72,1,3,958960,2
20,22,20,2.5,72,4,1,3325000,2
17,29,28,2,72,1,1,3921000,2
21,26,27,2.1,72,1,2,2771460,2
15,25,22,2.1,72,1,1,0,2
19,29,25,2.1,72,1,2,3325000,2
19,25,29,2.1,72,1,2,251460,2
21,27,26,2.2,72,1,5,251460,2
18,25,23,2.1,72,2,3,251460,2
19,24,29,2,72,1,2,2916460,1
22,25,26,2.1,72,1,1,0,1
22,24,26,2,72,2,0,0,1
18,28,27,2,72,3,0,4023000,1
21,26,27,2.1,72,2,0,0,1
20,23,20,2.1,72,1,0,3427000,1
22,25,27,2.1,72,1,0,0,1
20,23,27,2.2,72,1,0,3427000,1
18,27,28,2.1,72,1,0,0,1
22,25,27,2.1,72,1,0,3840000,1
22,18,25,1.9,72,1,0,2750000,1
20,24,29,2.1,72,2,0,3427000,1
18,22,22,2.7,72,7,0,1440000,1
18,21,25,2.2,72,1,0,0,1
22,27,25,2,72,2,0,2300000,1
21,25,25,2,72,0,0,3261000,1
24,24,23,2,72,1,0,2468000,1
21,25,22,2.1,72,1,0,0,1
21,25,27,2,72,3,0,0,1
21,18,24,2.1,72,1,0,1631000,1
25,21,27,2,72,0,0,0,1
18,26,28,2.3,72,0,0,0,1
22,25,26,2.1,72,1,1,0,1
22,29,26,2.6,72,1,1,0,1
20,24,27,2.1,72,1,0,2665000,1
23,25,25,2,72,0,0,900000,1
19,24,28,1.9,72,2,5,251460,1
24,22,23,2.7,72,2,4,3432000,1
22,27,21,2.8,72,2,1,251460,1
19,28,27,1.9,71,6,3,3325000,2
25,27,25,2.1,71,1,1,251460,2
17,26,29,1.9,71,2,1,251460,2
17,29,29,2,71,0,1,3921000,2
19,27,29,1.9,71,0,1,3921000,2
15,30,29,1.9,71,0,1,3921000,2
18,28,28,2,71,1,1,3921000,2
17,29,28,2,71,1,1,3921000,2
18,32,25,2.2,71,1,1,3921000,2
19,21,24,2,71,2,3,1662460,2
19,23,23,2,71,3,5,251460,2
23,29,23,1.9,71,3,2,251460,1
19,23,29,2.2,71,2,1,958960,1
24,24,25,2.1,71,1,1,2561460,1
22,19,29,2.1,71,1,3,501460,1
17,23,25,2.1,71,3,1,2916460,1
22,21,24,2.4,71,3,0,4023000,1
20,20,23,1.9,71,1,0,787500,1
19,22,28,2,71,2,0,0,1
22,26,23,2.4,71,2,0,0,1
22,22,26,2.2,71,1,0,2130000,1
19,25,29,2.1,71,2,0,3023000,1
22,21,29,2,71,1,0,0,1
19,25,23,1.9,71,1,0,0,1
22,24,24,1.9,71,0,0,0,1
18,27,27,2.3,71,2,0,1813500,1
18,22,27,2.1,71,1,0,3427000,1
19,19,25,2,71,1,0,3427000,1
17,19,25,2,71,1,0,250000,1
20,23,25,2,71,1,0,0,1
25,20,25,1.9,71,0,0,0,1
21,25,25,2.1,71,0,0,0,1
20,25,22,2.6,71,0,0,0,1
17,27,27,1.9,71,0,0,0,1
24,18,29,1.9,71,0,0,0,1
19,23,29,2.2,71,2,1,958960,1
17,23,25,2.1,71,3,1,2916460,1
19,24,24,2,71,1,0,0,1
22,26,23,2.4,71,2,0,0,1
18,25,26,2.3,71,2,0,3000000,1
18,24,30,2.1,71,1,0,0,1
18,26,28,1.9,71,0,0,0,1
21,27,23,2,71,0,0,0,1
22,30,24,2.8,71,0,3,2751000,1
19,20,30,2,71,2,4,2671460,1
19,21,29,1.9,70,1,5,251460,2
21,20,28,1.9,70,2,5,3325000,2
19,21,29,1.9,70,2,5,251460,2
20,22,29,1.9,70,3,5,251460,2
19,21,28,1.9,70,2,1,251460,2
20,26,25,1.8,70,1,1,2931460,2
19,27,27,1.8,70,1,1,251460,2
18,28,27,1.9,70,2,1,251460,2
18,27,28,1.9,70,0,1,3921000,2
18,28,28,1.9,70,1,1,3921000,2
16,30,28,1.8,70,1,1,3921000,2
20,25,26,1.8,70,0,2,3921000,2
21,26,27,1.9,70,1,2,0,2
23,26,22,2.5,70,1,1,251460,2
16,23,28,2.2,70,1,2,251460,2
20,25,23,2.4,70,1,1,251460,2
21,26,26,1.8,70,1,2,251460,2
19,21,23,1.9,70,2,3,251460,2
19,26,27,1.9,70,2,1,3738000,1
20,24,26,2,70,2,2,2771460,1
16,25,29,1.9,70,2,3,0,1
25,21,26,1.8,70,3,1,2871460,1
19,27,24,2.4,70,1,1,3325000,1
19,21,24,2,70,2,0,0,1
15,23,25,1.9,70,2,0,0,1
18,29,23,1.8,70,1,0,637500,1
19,22,26,1.9,70,1,0,0,1
15,21,24,1.9,70,2,0,0,1
23,22,20,1.8,70,1,0,1076000,1
19,20,21,1.8,70,1,0,0,1
17,26,26,2,70,1,0,0,1
20,24,25,1.9,70,1,0,0,1
21,23,25,1.9,70,0,0,0,1
25,21,26,1.8,70,3,1,2871460,1
19,28,25,1.9,70,1,1,3325000,1
18,29,23,1.8,70,1,0,637500,1
19,20,21,1.8,70,1,0,0,1
19,24,27,2,70,1,0,0,1
17,29,28,2.5,70,2,4,251460,1
27,13,28,1.4,70,1,2,251460,1
26,16,30,1.8,70,1,2,251460,1
17,17,25,1.6,70,1,1,251460,1
15,19,26,1.9,69,0,1,2861460,2
22,25,24,1.8,69,2,1,251460,2
20,25,27,1.7,69,1,1,251460,2
17,23,24,1.7,69,6,1,3325000,2
19,26,25,2.3,69,1,2,4188000,2
21,27,24,1.9,69,2,1,2771460,2
17,16,21,1.9,69,1,1,251460,2
17,24,29,1.7,69,2,2,551460,2
17,26,24,1.8,69,1,1,251460,2
15,30,28,1.8,69,1,1,3921000,2
19,23,20,1.8,69,1,0,0,2
22,25,23,1.8,69,1,2,958960,2
19,24,25,1.9,69,1,2,0,2
18,21,28,1.8,69,3,2,251460,1
10,14,14,1.7,69,2,2,251460,1
17,22,22,1.8,69,1,1,0,1
21,25,26,1.9,69,2,0,0,1
19,22,29,1.9,69,3,0,2080000,1
20,22,28,1.8,69,1,0,3427000,1
16,26,25,1.6,69,2,0,1631000,1
19,23,26,1.7,69,1,0,0,1
18,25,26,1.9,69,0,0,737500,1
17,23,29,1.9,69,1,0,0,1
20,26,24,2.1,69,1,0,4023000,1
22,17,24,1.7,69,1,0,0,1
21,14,25,1.7,69,2,0,0,1
17,20,24,1.9,69,1,0,0,1
23,19,25,2.1,69,0,0,0,1
19,23,26,1.7,69,1,0,0,1
18,25,26,1.9,69,0,0,737500,1
20,20,19,1.7,69,2,0,4023000,1
20,22,26,1.8,69,0,0,0,1
14,23,21,2.3,69,5,4,2911000,1
16,14,27,1.8,69,3,5,251460,1
25,27,24,2.3,69,1,3,251460,1
12,15,18,2.3,69,1,2,551460,1
22,22,25,1.8,68,3,3,251460,2
17,21,22,1.7,68,2,1,251460,2
18,22,26,1.7,68,2,1,251460,2
18,26,25,1.6,68,1,1,3071460,2
21,30,20,2.4,68,1,3,251460,2
17,21,28,1.7,68,2,2,251460,2
16,21,28,1.7,68,1,1,251460,2
16,28,28,1.7,68,0,1,3921000,2
20,23,25,1.6,68,3,1,958960,1
20,27,25,1.8,68,1,1,3921000,1
24,19,25,2.2,68,1,1,251460,1
19,25,26,1.9,68,2,2,2871460,1
17,26,25,1.6,68,2,0,2080000,1
17,19,23,2,68,1,0,2650000,1
18,20,28,1.7,68,1,0,3427000,1
18,24,29,1.8,68,2,0,0,1
18,24,27,1.6,68,2,0,4023000,1
19,24,19,2.5,68,1,0,4023000,1
20,23,25,1.8,68,1,0,0,1
24,19,23,1.7,68,2,0,2665000,1
19,21,21,1.8,68,1,0,2300000,1
20,23,25,1.6,68,1,0,0,1
20,18,22,1.7,68,0,0,0,1
20,19,23,2.1,68,0,0,0,1
18,23,27,1.6,68,0,0,0,1
20,24,25,1.5,68,1,0,0,1
20,26,23,2.1,68,0,0,0,1
24,19,26,2.3,68,0,0,0,1
19,21,28,1.7,68,0,0,0,1
21,14,24,1.2,68,1,5,3819000,1
22,20,26,1.4,68,2,3,3819000,1
19,25,26,1.9,68,2,2,2871460,1
15,24,28,1.6,68,1,0,1150000,1
23,22,24,1.9,68,0,0,4023000,1
18,27,24,1.6,68,1,0,0,1
18,24,27,1.6,68,2,0,4023000,1
17,22,28,2,68,5,2,251460,1
15,22,28,1.5,67,2,6,3325000,2
21,27,24,1.5,67,2,1,2771460,2
21,23,26,1.8,67,1,0,3921000,2
17,25,23,2,67,1,2,2668460,2
23,23,26,1.7,67,2,2,251460,2
14,21,19,2.4,67,1,1,3921000,2
18,29,24,2.4,67,1,1,3325000,2
16,24,23,2.4,67,2,1,2771460,2
20,29,23,1.5,67,3,2,251460,1
16,17,18,1.8,67,5,0,0,1
18,26,26,1.5,67,2,1,251460,1
22,27,25,1.8,67,2,1,251460,1
19,28,29,1.7,67,1,1,251460,1
20,15,24,1.5,67,2,0,4023000,1
16,24,27,1.5,67,4,0,0,1
17,23,21,1.6,67,1,0,3427000,1
20,21,29,1.8,67,1,0,4023000,1
18,20,22,1.7,67,1,0,1164000,1
26,12,26,1.4,67,4,0,587500,1
19,24,25,1.6,67,1,0,0,1
18,27,23,1.7,67,1,0,0,1
24,25,26,2.1,67,1,1,251460,1
17,26,26,1.6,67,3,0,3427000,1
20,21,29,1.8,67,1,0,4023000,1
16,25,26,1.9,67,0,0,0,1
16,18,27,1.5,67,2,4,3327130,1
24,21,25,1.8,67,2,4,3512000,1
20,11,23,1.2,67,1,1,858960,1
24,27,27,2.2,67,3,1,251460,1
10,15,19,1,67,3,3,3121000,1
18,21,27,2.3,67,3,2,251460,1
20,19,23,1.7,66,1,1,2561460,2
18,22,28,1.5,66,3,1,251460,2
15,27,27,1.5,66,1,1,251460,2
21,21,24,1.3,66,1,1,3921000,2
21,23,26,1.8,66,1,1,251460,2
21,22,28,1.6,66,6,9,2611460,2
21,23,24,2,66,1,1,879000,2
16,26,27,1.5,66,1,1,3921000,2
18,17,24,1.6,66,1,0,4290000,1
19,23,27,1.5,66,1,0,2087000,1
18,21,28,1.7,66,1,0,3427000,1
16,26,25,1.7,66,1,0,3427000,1
18,24,25,1.7,66,2,0,1100000,1
19,20,25,1.4,66,1,0,637500,1
18,27,22,2.1,66,0,0,2665000,1
19,22,24,1.5,66,2,0,0,1
18,25,24,2.2,66,3,0,0,1
17,21,29,1.6,66,0,0,0,1
17,23,24,1.5,66,6,2,0,1
20,14,30,0.9,66,2,2,251460,1
17,19,26,2.5,66,1,2,3121000,1
15,14,20,1.8,65,1,1,2771460,2
15,19,22,1.6,65,3,0,3325000,2
21,22,27,2,65,1,0,3840000,1
12,21,25,1.5,65,1,0,0,1
15,21,22,2.3,65,1,0,0,1
21,19,24,1.8,65,1,0,0,1
22,25,20,1.6,65,0,0,2750000,1
18,25,21,1.9,65,4,0,0,1
13,22,21,1.9,65,2,0,1240000,1
20,20,25,1.4,65,1,0,0,1
18,23,23,1.8,65,1,0,2650000,1
16,23,26,1.7,65,1,0,0,1
21,5,24,1.2,65,2,2,3121000,1
15,20,26,1.3,64,4,5,251460,2
17,21,24,1.8,64,2,1,251460,2
16,22,27,1.2,64,1,1,251460,2
20,25,22,1.8,64,0,1,3071460,2
20,24,24,1.6,64,0,1,2871460,2
19,24,25,1.4,64,2,2,251460,1
17,24,24,1.8,64,2,0,0,1
21,22,22,2,64,1,0,1150000,1
18,20,25,1.7,64,2,0,2650000,1
14,25,26,1.5,64,1,0,2750000,1
17,16,19,1.9,64,1,0,4023000,1
17,18,29,1.3,64,1,0,0,1
19,23,23,1.1,64,1,0,0,1
17,24,23,1.3,64,2,0,3564000,1
19,26,22,2.4,64,2,0,0,1
23,17,23,1.6,64,0,0,0,1
21,22,22,2,64,1,0,1150000,1
19,22,29,1.7,64,0,0,0,1
17,24,21,2.1,64,3,3,251000,1
20,19,26,1.2,63,3,4,251460,2
22,24,24,1.7,63,1,2,1960460,2
19,16,23,1.6,63,2,1,3325000,2
15,26,25,1.5,63,3,1,2921460,2
18,15,23,1.5,63,2,1,2771460,1
15,19,23,1.4,63,3,0,0,1
19,20,27,1.4,63,1,0,0,1
18,23,22,2.3,63,1,0,0,1
19,19,26,1.4,63,2,0,3427000,1
17,21,16,2.1,63,0,0,2750000,1
22,16,25,1.3,63,3,0,0,1
19,14,27,1.3,63,1,0,2665000,1
19,18,19,1.4,63,0,0,0,1
22,12,22,1.2,63,1,0,4023000,1
20,18,19,1.6,63,2,0,3261000,1
24,13,26,1.7,63,0,0,0,1
18,15,23,1.5,63,2,1,2771460,1
18,23,22,2.3,63,1,0,0,1
15,23,25,1.6,63,1,0,4023000,1
20,23,24,2.4,63,3,5,3019000,1
18,17,25,0.9,62,4,4,251460,2
17,15,23,1.3,62,1,2,2931460,2
17,21,26,1,62,3,1,251460,2
20,20,23,1.9,62,1,1,251460,2
16,22,23,1.2,62,2,1,2916460,2
13,17,26,1.3,62,2,1,1051460,2
16,21,26,1.2,62,2,0,251460,2
16,22,25,1.6,62,0,1,251460,2
16,21,23,1.6,62,1,2,1662460,2
17,20,27,1.4,62,2,0,3427000,1
20,13,21,1.2,62,1,0,4023000,1
21,15,19,1.2,62,1,0,0,1
20,20,23,1.7,62,0,0,0,1
24,10,28,1,62,0,0,0,1
21,14,28,1.3,62,0,0,0,1
19,26,22,2,62,2,1,251460,1
21,15,19,1.2,62,1,0,0,1
17,20,25,1.2,61,1,1,251460,2
17,23,23,0.7,61,5,1,2561460,2
18,22,25,1.1,61,1,2,2771460,2
17,21,21,1.6,61,2,0,251460,2
21,13,26,1.1,61,1,2,0,1
21,22,21,2.1,61,1,3,501460,1
20,18,24,1.9,61,1,2,251460,1
15,19,27,1.4,61,1,0,0,1
15,20,17,2,61,1,0,0,1
19,20,22,1.4,61,2,0,4023000,1
15,20,20,1.8,61,1,0,0,1
16,18,22,1.5,61,2,0,0,1
14,20,26,1,61,1,0,0,1
17,22,24,1.7,61,1,0,0,1
18,17,19,2,61,1,0,0,1
17,7,26,1.2,61,0,0,0,1
15,20,17,2,61,1,0,0,1
20,20,22,1.6,61,0,0,0,1
16,20,19,1.7,60,1,0,251460,2
16,21,19,2.1,60,2,2,251460,2
17,25,19,2,60,2,2,2668460,1
25,19,20,1.6,60,1,1,3325000,1
19,13,19,1.5,60,1,1,251460,1
26,7,27,0.8,60,1,2,0,1
19,13,26,0.8,60,3,0,879000,1
19,15,27,1.4,60,1,0,0,1
16,19,26,1.1,60,3,0,0,1
16,22,17,2,60,1,0,0,1
17,25,19,2,60,2,2,2668460,1
19,13,19,1.5,60,1,1,251460,1
19,15,27,1.4,60,1,0,0,1
17,19,22,1.5,60,1,0,3427000,1
18,17,26,1.6,60,0,0,0,1
14,22,18,2.2,60,7,3,251000,1
13,16,27,1,59,2,5,251460,2
20,22,21,1.1,59,3,1,251460,2
19,17,25,1.2,59,2,1,251460,2
18,23,20,2.1,59,1,1,251460,2
14,19,28,1.3,59,2,1,551460,2
19,20,20,1.7,59,0,1,3921000,2
18,23,22,1.6,59,2,2,2561460,2
12,13,13,2.1,59,2,1,3921000,1
20,25,22,1.6,59,3,1,3921000,1
20,11,24,1.1,59,2,0,0,1
18,23,20,1.7,59,3,0,0,1
16,19,24,1.2,59,1,0,2950000,1
20,19,22,1.6,59,4,0,0,1
19,18,22,1.5,59,2,0,2665000,1
18,26,21,2.3,59,1,0,0,1
19,13,28,1.1,59,1,0,0,1
18,15,26,1.2,59,1,0,0,1
18,21,20,1.8,59,0,0,0,1
20,25,22,1.6,59,3,1,3921000,1
20,11,24,1.1,59,2,0,0,1
13,18,23,1.4,59,0,0,0,1
18,21,20,1.7,59,0,0,0,1
16,14,26,1.3,59,1,4,2671460,1
19,16,21,1.7,59,5,1,3882000,1
17,13,22,1.1,58,1,1,3325000,2
17,21,17,1.8,58,1,1,3921000,2
15,17,20,1.4,58,2,0,0,1
13,15,23,1.3,58,1,0,4023000,1
17,17,20,1.6,58,1,0,2300000,1
19,22,19,1.8,58,1,0,2665000,1
15,17,20,1.4,58,2,0,0,1
19,22,19,1.8,58,1,0,2665000,1
23,14,22,1.4,58,0,0,0,1
16,21,22,1.7,57,1,3,251460,2
14,18,17,1.7,57,2,0,2080000,1
16,21,19,1.6,57,1,0,0,1
19,14,22,1.3,57,1,0,737500,1
17,18,17,1.7,57,2,0,0,1
19,16,22,1.1,57,0,0,0,1
24,12,25,1.1,57,0,0,0,1
15,21,21,2,57,2,4,2916000,1
16,15,22,2,57,2,4,251460,1
18,23,23,1.7,57,1,5,251460,1
15,21,16,1.7,56,1,1,3325000,2
10,10,20,1.3,56,2,0,0,1
14,17,19,1,56,2,0,2665000,1
18,15,19,1.1,56,1,0,0,1
13,18,19,1.3,56,2,0,0,1
20,22,20,1.7,56,0,0,0,1
19,21,20,1.7,56,0,0,0,1
23,13,21,1.5,56,0,0,0,1
18,17,21,1.7,56,1,0,0,1
18,6,23,1,56,3,3,251460,1
28,10,25,1,56,3,3,3534000,1
15,15,19,1.2,55,1,4,3921000,2
17,14,13,1.6,55,1,2,3325000,2
16,17,18,1.4,55,2,1,251460,2
16,17,13,1.3,55,4,1,0,1
17,15,19,1.5,55,2,0,0,1
10,15,22,1.1,55,1,0,0,1
16,12,19,1,55,1,0,0,1
16,9,22,1,55,0,0,2665000,1
18,23,19,1.8,55,2,1,2871460,1
17,13,20,1.1,55,1,0,4023000,1
17,15,17,1.2,55,0,0,0,1
17,18,21,1.1,55,0,3,2771460,1
18,21,26,1.6,55,1,2,1090800,1
20,26,13,1.8,54,1,2,251460,2
14,12,18,1.2,54,3,3,3325000,1
14,16,15,1.7,54,1,1,251460,1
17,22,19,1.9,54,2,1,3921000,1
18,14,22,1.1,54,5,0,3921000,1
17,7,24,0.8,54,2,0,0,1
14,18,18,1.7,54,1,0,3427000,1
15,16,21,1.1,54,2,0,0,1
19,18,22,1.3,54,1,0,0,1
14,15,25,1.1,54,1,0,4290000,1
10,17,20,1.6,54,1,0,0,1
13,12,18,1.4,54,3,0,0,1
21,7,25,0.6,54,0,0,0,1
16,20,23,1.3,54,0,0,0,1
11,18,24,0.7,54,0,0,0,1
10,10,23,1,54,3,1,251460,1
18,20,19,1.6,53,2,1,251460,2
16,13,18,1.1,53,3,0,1076000,1
13,17,16,1.2,53,1,0,4023000,1
12,15,17,1.5,53,2,0,2750000,1
16,15,21,1.3,53,1,0,0,1
16,14,22,1.1,53,1,0,2665000,1
13,18,19,0.7,53,2,0,0,1
16,5,19,1.1,53,3,0,1076000,1
13,15,18,1.4,53,1,0,3427000,1
18,9,17,1.1,53,1,0,2665000,1
12,15,17,1.4,53,1,0,0,1
21,21,26,1.7,53,2,4,251000,1
17,15,18,1.7,52,3,2,3921000,1
16,14,15,1.2,52,1,0,0,1
20,8,17,1.2,52,3,0,0,1
15,22,16,1.7,52,1,0,0,1
19,14,15,1,52,2,0,3642000,1
20,3,24,0.4,52,1,0,0,1
19,2,23,0.4,52,3,1,251460,1
20,4,22,0.3,52,1,0,0,1
21,12,19,1.1,52,0,0,0,1
20,9,23,0.7,52,0,0,0,1
25,5,23,0.5,52,0,0,0,1
20,3,24,0.4,52,1,0,0,1
20,14,24,1.4,52,2,2,3121000,1
17,19,19,1.4,51,1,1,251460,2
14,20,23,0.2,51,4,1,1555460,1
19,16,21,1,51,0,1,2561460,1
15,18,20,1.3,51,1,0,3427000,1
19,8,24,0.7,51,1,0,0,1
15,18,18,1.8,51,1,0,2468000,1
20,4,27,0.4,51,0,0,0,1
19,11,22,0.7,51,2,0,0,1
20,12,20,1,51,0,0,0,1
14,20,23,0.2,51,4,1,1555460,1
15,18,20,1.3,51,1,0,3427000,1
13,11,22,1.2,51,3,4,3512000,1
17,15,18,1.4,50,1,1,251460,2
15,20,21,0.8,50,1,5,3325000,2
15,18,16,1.2,50,0,0,251460,1
13,15,14,1.5,50,0,0,0,1
14,15,17,1.2,50,1,0,0,1
12,16,18,1.3,50,1,0,3427000,1
13,15,17,1.2,50,2,0,0,1
15,15,22,0.7,50,1,0,2650000,1
19,6,24,0.8,50,0,0,0,1
23,5,23,0.7,50,0,0,0,1
15,10,19,1.1,50,1,0,0,1
22,16,26,0.8,50,5,1,251460,1
15,10,16,1.3,49,1,0,3325000,1
12,15,15,1.2,49,1,0,0,1
12,14,14,0.9,49,1,0,0,1
14,15,13,1.3,49,1,0,3261000,1
16,4,29,0.4,49,0,0,0,1
21,8,19,0.8,49,0,0,0,1
15,12,23,1.5,49,3,1,3717000,1
12,17,22,1.2,48,2,2,2341460,2
15,14,17,1.1,48,1,2,3921000,2
12,14,18,0.7,48,5,1,0,1
6,11,24,0.7,48,2,0,0,1
17,9,17,0.7,48,1,0,1100000,1
15,10,16,1.1,48,3,0,2665000,1
16,12,15,0.9,48,1,0,0,1
18,12,18,1,48,0,0,0,1
18,13,17,1.1,48,0,0,0,1
21,2,25,0.2,48,0,0,0,1
20,7,23,0.7,48,0,0,0,1
12,14,18,0.7,48,5,1,0,1
17,9,17,0.7,48,1,0,1100000,1
13,14,17,0.9,48,2,3,251460,1
11,13,14,0.7,47,1,0,1100000,1
12,11,18,0.9,47,1,0,0,1
19,3,25,0.2,47,1,0,0,1
20,2,23,0.1,47,0,0,0,1
12,11,18,0.9,47,1,0,0,1
15,5,28,0.3,47,0,0,0,1
15,15,18,1,47,6,3,2531000,1
18,8,18,0.7,46,2,1,3921000,1
15,18,13,1.1,46,1,1,2921460,1
14,19,15,1.3,46,1,1,0,1
12,20,17,1.5,46,1,0,0,1
18,8,18,0.7,46,2,1,3921000,1
15,7,22,0.7,46,2,0,3427000,1
21,6,23,0.5,46,0,0,0,1
21,8,23,0,46,2,1,251460,1
17,14,17,1.2,45,1,2,251460,1
11,16,15,1.2,45,2,0,0,1
14,13,18,1.2,45,1,0,637500,1
12,13,12,1,45,0,0,0,1
15,14,17,0.9,45,0,0,0,1
20,1,25,0.2,45,0,0,0,1
21,6,22,0.5,45,0,0,0,1
15,15,14,1.1,45,1,2,0,1
14,13,18,1.2,45,1,0,637500,1
13,12,21,0.9,45,0,0,0,1
14,21,19,1.8,45,6,4,251460,1
16,10,17,0.9,44,2,0,4023000,1
12,8,19,0.5,44,2,0,0,1
17,1,21,0.1,44,1,0,3427000,1
16,5,18,0.5,44,3,0,1240000,1
9,15,12,1.8,44,5,0,537500,1
16,10,19,1,44,2,0,0,1
15,10,15,1.1,44,2,0,2665000,1
13,8,19,0.6,44,1,0,0,1
12,16,16,1.2,44,0,0,0,1
4,5,4,1.6,44,0,0,0,1
14,4,25,0.8,44,3,2,251460,1
16,12,16,1.2,43,1,1,251460,2
15,9,13,0.7,43,0,0,737500,1
15,7,15,0.9,43,1,0,0,1
14,4,19,0.2,43,2,2,3325000,1
18,5,21,0.4,43,0,0,0,1
12,13,18,0.5,43,0,0,0,1
19,8,16,0.8,43,0,0,0,1
21,12,18,0.8,43,2,3,2611000,1
10,12,13,0.9,42,5,1,251460,2
16,11,18,0.9,42,1,0,251460,1
16,8,15,0.8,42,1,0,2665000,1
22,4,21,0.1,42,1,0,0,1
14,8,17,0.9,42,0,0,0,1
15,3,23,0.1,42,0,0,0,1
17,13,18,0.6,42,2,2,251460,1
17,3,15,0.4,41,2,0,3427000,1
14,8,15,0.7,41,1,0,0,1
12,5,20,0.5,41,2,1,251460,1
10,9,15,0.8,41,2,0,637500,1
16,3,22,0.2,41,0,0,0,1
15,4,22,0.3,41,1,0,0,1
8,9,13,0.9,40,1,0,251460,2
14,17,15,1.4,40,1,0,3427000,1
10,10,13,1,40,1,0,4023000,1
18,2,17,0.2,40,1,0,637500,1
11,16,17,0.8,40,1,0,0,1
14,12,14,0.7,40,0,0,0,1
11,15,14,1.2,40,0,1,251000,1
17,8,19,0.3,40,2,3,2571000,1
10,5,23,0.3,39,2,0,0,1
10,8,13,1.2,39,2,0,0,1
20,7,20,0.3,39,1,0,3206000,1
11,9,13,0.9,39,1,0,0,1
11,10,9,1.4,39,0,0,0,1
12,4,17,0.4,39,1,0,3427000,1
18,5,18,0.3,39,4,4,251460,1
9,6,18,0.3,38,1,0,4023000,1
10,9,16,0.6,38,2,0,2087000,1
17,4,18,0.4,38,0,0,0,1
14,13,18,0.9,37,2,0,251460,2
12,8,14,0.5,37,2,2,251460,1
12,12,16,0.6,37,4,1,251460,1
8,17,17,0.8,37,3,0,0,1
13,7,11,0.9,37,1,0,0,1
8,11,12,0.6,37,1,0,0,1
13,5,17,0.4,37,0,0,0,1
18,4,18,0.3,37,0,0,0,1
12,12,16,0.6,37,4,1,251460,1
14,4,15,0.4,37,1,0,3427000,1
13,7,11,0.9,37,1,0,0,1
11,10,18,0.9,36,2,1,251460,2
9,11,7,1,36,2,0,3921000,1
9,8,12,0.5,36,1,0,1150000,1
13,10,14,0.8,36,1,0,2665000,1
5,0,4,0.9,36,0,0,0,1
15,5,15,0.4,36,0,0,0,1
15,7,14,0.7,36,0,0,0,1
13,7,14,0.7,36,3,0,0,1
9,11,7,1,36,2,0,3921000,1
11,5,16,0.6,36,2,1,3325000,1
16,2,18,0,35,4,2,2771460,1
13,10,14,1,35,2,1,3325000,1
8,7,15,0.3,35,2,0,4023000,1
11,6,17,0.6,35,1,0,0,1
12,4,16,0.4,35,0,0,0,1
16,2,18,0,35,4,2,2771460,1
13,4,13,0.4,35,1,0,0,1
8,7,15,0.3,35,2,0,4023000,1
6,8,20,0.2,35,2,0,0,1
14,10,11,1,35,3,1,2461460,1
14,12,17,0.9,34,0,0,0,1
7,11,12,0.9,34,1,0,2550000,1
11,5,12,0.3,34,1,0,0,1
9,7,20,0.6,34,0,0,0,1
16,5,15,0.6,34,0,0,0,1
13,16,11,1.3,34,3,2,3512000,1
10,8,12,0.7,33,1,1,251460,1
6,9,12,0.5,33,0,0,0,1
11,8,10,0.3,33,1,0,0,1
12,9,13,0.6,33,2,0,2300000,1
15,3,15,0.3,33,0,0,0,1
0,17,16,0.6,33,3,2,3984000,1
10,3,24,0.5,33,3,2,828960,1
8,12,13,1,32,2,1,251460,2
15,8,12,0.5,32,3,1,251460,1
12,15,7,1.1,32,1,0,0,1
8,3,17,0,32,1,0,4023000,1
15,8,8,0,32,2,1,251460,1
12,15,7,1.1,32,1,0,0,1
10,10,7,0.6,32,1,2,251460,1
14,3,15,0.3,31,3,0,837500,1
13,4,8,0.3,31,1,0,0,1
8,8,7,0.5,31,1,0,0,1
12,8,14,0.2,31,1,0,587500,1
